Nashik Road,0
Bytco,4
Gymkhana Road,7
Jail Taki,11
Dasak,14
Nandur Naka,16
Nilgiri Bag,17
Kailash Nagar,19
Tapovan,21
Aurangabad Naka,22
Panchavati Depot Corner,24
Old Adgaon Naka,26
Nimani,28
PK,29
RK,30
Shalimar,32
CBS,34
New CBS,35
